resume_id,name,job_title,skills,education,experience_years,projects,certifications,resume_text
RES_0260,Candidate_260,Software Engineer,"['Python', 'Kubernetes', 'SQL', 'Agile', 'MongoDB', 'PostgreSQL', 'GraphQL']",PhD in Computer Science,10,"['Project_0_260', 'Project_1_260', 'Project_2_260']",['Scrum Master'],"Name: Candidate_260
            Target Position: Software Engineer
            Summary: Experienced professional with 10 years in the tech industry.
            Skills: Python, Kubernetes, SQL, Agile, MongoDB, PostgreSQL, GraphQL
            Education: PhD in Computer Science
            Experience: 10 years
            Projects: Project_0_260, Project_1_260, Project_2_260
            Certifications: Scrum Master"
RES_0261,Candidate_261,DevOps Engineer,"['Kubernetes', 'React', 'Git', 'Python', 'PyTorch', 'CI/CD', 'Pandas', 'REST APIs']",Bachelor's in Statistics,12,"['Project_0_261', 'Project_1_261', 'Project_2_261', 'Project_3_261', 'Project_4_261']","['TensorFlow Developer', 'Google Cloud Certified']","Name: Candidate_261
            Target Position: DevOps Engineer
            Summary: Experienced professional with 12 years in the tech industry.
            Skills: Kubernetes, React, Git, Python, PyTorch, CI/CD, Pandas, REST APIs
            Education: Bachelor's in Statistics
            Experience: 12 years
            Projects: Project_0_261, Project_1_261, Project_2_261, Project_3_261, Project_4_261
            Certifications: TensorFlow Developer, Google Cloud Certified"
RES_0262,Candidate_262,UX Designer,"['Node.js', 'Git', 'CI/CD', 'Kubernetes']",PhD in Physics,12,"['Project_0_262', 'Project_1_262']",[],"Name: Candidate_262
            Target Position: UX Designer
            Summary: Experienced professional with 12 years in the tech industry.
            Skills: Node.js, Git, CI/CD, Kubernetes
            Education: PhD in Physics
            Experience: 12 years
            Projects: Project_0_262, Project_1_262
            Certifications: None"
RES_0263,Candidate_263,Full Stack Developer,"['NumPy', 'Pandas', 'CI/CD', 'JavaScript', 'PyTorch', 'Docker']",Master's in Computer Science,2,['Project_0_263'],"['AWS Certified', 'TensorFlow Developer']","Name: Candidate_263
            Target Position: Full Stack Developer
            Summary: Experienced professional with 2 years in the tech industry.
            Skills: NumPy, Pandas, CI/CD, JavaScript, PyTorch, Docker
            Education: Master's in Computer Science
            Experience: 2 years
            Projects: Project_0_263
            Certifications: AWS Certified, TensorFlow Developer"
RES_0264,Candidate_264,Data Analyst,"['Docker', 'AWS', 'React', 'PyTorch']",Master's in Physics,10,['Project_0_264'],"['PMP', 'Google Cloud Certified', 'TensorFlow Developer']","Name: Candidate_264
            Target Position: Data Analyst
            Summary: Experienced professional with 10 years in the tech industry.
            Skills: Docker, AWS, React, PyTorch
            Education: Master's in Physics
            Experience: 10 years
            Projects: Project_0_264
            Certifications: PMP, Google Cloud Certified, TensorFlow Developer"
RES_0265,Candidate_265,Business Analyst,"['JavaScript', 'GraphQL', 'NumPy', 'Java', 'MongoDB', 'TensorFlow', 'React', 'Git']",Bachelor's in Physics,1,['Project_0_265'],['Google Cloud Certified'],"Name: Candidate_265
            Target Position: Business Analyst
            Summary: Experienced professional with 1 years in the tech industry.
            Skills: JavaScript, GraphQL, NumPy, Java, MongoDB, TensorFlow, React, Git
            Education: Bachelor's in Physics
            Experience: 1 years
            Projects: Project_0_265
            Certifications: Google Cloud Certified"
RES_0266,Candidate_266,QA Engineer,"['Pandas', 'Kubernetes', 'PyTorch', 'Git', 'Node.js', 'React', 'Python']",PhD in Statistics,7,"['Project_0_266', 'Project_1_266', 'Project_2_266']",[],"Name: Candidate_266
            Target Position: QA Engineer
            Summary: Experienced professional with 7 years in the tech industry.
            Skills: Pandas, Kubernetes, PyTorch, Git, Node.js, React, Python
            Education: PhD in Statistics
            Experience: 7 years
            Projects: Project_0_266, Project_1_266, Project_2_266
            Certifications: None"
RES_0267,Candidate_267,Business Analyst,"['REST APIs', 'PostgreSQL', 'PyTorch', 'GraphQL']",PhD in Physics,12,"['Project_0_267', 'Project_1_267', 'Project_2_267', 'Project_3_267', 'Project_4_267']","['AWS Certified', 'PMP', 'Google Cloud Certified']","Name: Candidate_267
            Target Position: Business Analyst
            Summary: Experienced professional with 12 years in the tech industry.
            Skills: REST APIs, PostgreSQL, PyTorch, GraphQL
            Education: PhD in Physics
            Experience: 12 years
            Projects: Project_0_267, Project_1_267, Project_2_267, Project_3_267, Project_4_267
            Certifications: AWS Certified, PMP, Google Cloud Certified"
RES_0268,Candidate_268,Full Stack Developer,"['Pandas', 'Python', 'Node.js', 'Docker', 'SQL', 'TensorFlow', 'CI/CD', 'MongoDB']",PhD in Computer Science,6,"['Project_0_268', 'Project_1_268', 'Project_2_268']",['AWS Certified'],"Name: Candidate_268
            Target Position: Full Stack Developer
            Summary: Experienced professional with 6 years in the tech industry.
            Skills: Pandas, Python, Node.js, Docker, SQL, TensorFlow, CI/CD, MongoDB
            Education: PhD in Computer Science
            Experience: 6 years
            Projects: Project_0_268, Project_1_268, Project_2_268
            Certifications: AWS Certified"
RES_0269,Candidate_269,Business Analyst,"['Agile', 'JavaScript', 'Git', 'GraphQL', 'Kubernetes', 'NumPy']",PhD in Engineering,7,"['Project_0_269', 'Project_1_269', 'Project_2_269', 'Project_3_269']",[],"Name: Candidate_269
            Target Position: Business Analyst
            Summary: Experienced professional with 7 years in the tech industry.
            Skills: Agile, JavaScript, Git, GraphQL, Kubernetes, NumPy
            Education: PhD in Engineering
            Experience: 7 years
            Projects: Project_0_269, Project_1_269, Project_2_269, Project_3_269
            Certifications: None"
RES_0270,Candidate_270,Frontend Developer,"['Python', 'REST APIs', 'PyTorch', 'Agile', 'MongoDB', 'Pandas', 'Java']",PhD in Statistics,0,"['Project_0_270', 'Project_1_270', 'Project_2_270', 'Project_3_270', 'Project_4_270']",['TensorFlow Developer'],"Name: Candidate_270
            Target Position: Frontend Developer
            Summary: Experienced professional with 0 years in the tech industry.
            Skills: Python, REST APIs, PyTorch, Agile, MongoDB, Pandas, Java
            Education: PhD in Statistics
            Experience: 0 years
            Projects: Project_0_270, Project_1_270, Project_2_270, Project_3_270, Project_4_270
            Certifications: TensorFlow Developer"
RES_0271,Candidate_271,UX Designer,"['NumPy', 'Kubernetes', 'AWS', 'MongoDB', 'Python']",Bachelor's in Statistics,0,['Project_0_271'],"['Scrum Master', 'Azure Certified']","Name: Candidate_271
            Target Position: UX Designer
            Summary: Experienced professional with 0 years in the tech industry.
            Skills: NumPy, Kubernetes, AWS, MongoDB, Python
            Education: Bachelor's in Statistics
            Experience: 0 years
            Projects: Project_0_271
            Certifications: Scrum Master, Azure Certified"
RES_0272,Candidate_272,System Administrator,"['MongoDB', 'Docker', 'SQL']",PhD in Statistics,8,['Project_0_272'],"['PMP', 'Azure Certified', 'Google Cloud Certified']","Name: Candidate_272
            Target Position: System Administrator
            Summary: Experienced professional with 8 years in the tech industry.
            Skills: MongoDB, Docker, SQL
            Education: PhD in Statistics
            Experience: 8 years
            Projects: Project_0_272
            Certifications: PMP, Azure Certified, Google Cloud Certified"
RES_0273,Candidate_273,QA Engineer,"['GraphQL', 'Java', 'REST APIs', 'Pandas', 'NumPy', 'Git', 'PyTorch']",PhD in Computer Science,13,"['Project_0_273', 'Project_1_273', 'Project_2_273', 'Project_3_273']",[],"Name: Candidate_273
            Target Position: QA Engineer
            Summary: Experienced professional with 13 years in the tech industry.
            Skills: GraphQL, Java, REST APIs, Pandas, NumPy, Git, PyTorch
            Education: PhD in Computer Science
            Experience: 13 years
            Projects: Project_0_273, Project_1_273, Project_2_273, Project_3_273
            Certifications: None"
RES_0274,Candidate_274,Data Scientist,"['AWS', 'Agile', 'CI/CD']",Master's in Statistics,6,"['Project_0_274', 'Project_1_274', 'Project_2_274', 'Project_3_274']",[],"Name: Candidate_274
            Target Position: Data Scientist
            Summary: Experienced professional with 6 years in the tech industry.
            Skills: AWS, Agile, CI/CD
            Education: Master's in Statistics
            Experience: 6 years
            Projects: Project_0_274, Project_1_274, Project_2_274, Project_3_274
            Certifications: None"
RES_0275,Candidate_275,Machine Learning Engineer,"['JavaScript', 'Java', 'PostgreSQL', 'SQL', 'TensorFlow']",Master's in Statistics,3,"['Project_0_275', 'Project_1_275', 'Project_2_275']","['AWS Certified', 'TensorFlow Developer', 'Google Cloud Certified']","Name: Candidate_275
            Target Position: Machine Learning Engineer
            Summary: Experienced professional with 3 years in the tech industry.
            Skills: JavaScript, Java, PostgreSQL, SQL, TensorFlow
            Education: Master's in Statistics
            Experience: 3 years
            Projects: Project_0_275, Project_1_275, Project_2_275
            Certifications: AWS Certified, TensorFlow Developer, Google Cloud Certified"
RES_0276,Candidate_276,Data Analyst,"['GraphQL', 'Git', 'TensorFlow', 'Agile', 'PyTorch', 'CI/CD', 'Java']",Master's in Computer Science,1,"['Project_0_276', 'Project_1_276', 'Project_2_276', 'Project_3_276', 'Project_4_276']",[],"Name: Candidate_276
            Target Position: Data Analyst
            Summary: Experienced professional with 1 years in the tech industry.
            Skills: GraphQL, Git, TensorFlow, Agile, PyTorch, CI/CD, Java
            Education: Master's in Computer Science
            Experience: 1 years
            Projects: Project_0_276, Project_1_276, Project_2_276, Project_3_276, Project_4_276
            Certifications: None"
RES_0277,Candidate_277,QA Engineer,"['Agile', 'Java', 'NumPy', 'TensorFlow', 'AWS']",Bachelor's in Statistics,7,"['Project_0_277', 'Project_1_277']",[],"Name: Candidate_277
            Target Position: QA Engineer
            Summary: Experienced professional with 7 years in the tech industry.
            Skills: Agile, Java, NumPy, TensorFlow, AWS
            Education: Bachelor's in Statistics
            Experience: 7 years
            Projects: Project_0_277, Project_1_277
            Certifications: None"
RES_0278,Candidate_278,UX Designer,"['PyTorch', 'NumPy', 'GraphQL', 'JavaScript']",PhD in Engineering,2,"['Project_0_278', 'Project_1_278', 'Project_2_278', 'Project_3_278']",[],"Name: Candidate_278
            Target Position: UX Designer
            Summary: Experienced professional with 2 years in the tech industry.
            Skills: PyTorch, NumPy, GraphQL, JavaScript
            Education: PhD in Engineering
            Experience: 2 years
            Projects: Project_0_278, Project_1_278, Project_2_278, Project_3_278
            Certifications: None"
RES_0279,Candidate_279,Machine Learning Engineer,"['React', 'SQL', 'Git', 'PyTorch', 'JavaScript', 'CI/CD', 'MongoDB']",Master's in Physics,14,"['Project_0_279', 'Project_1_279']",[],"Name: Candidate_279
            Target Position: Machine Learning Engineer
            Summary: Experienced professional with 14 years in the tech industry.
            Skills: React, SQL, Git, PyTorch, JavaScript, CI/CD, MongoDB
            Education: Master's in Physics
            Experience: 14 years
            Projects: Project_0_279, Project_1_279
            Certifications: None"
RES_0280,Candidate_280,DevOps Engineer,"['REST APIs', 'JavaScript', 'Git', 'AWS', 'Docker', 'Kubernetes']",PhD in Engineering,7,['Project_0_280'],"['PMP', 'Scrum Master']","Name: Candidate_280
            Target Position: DevOps Engineer
            Summary: Experienced professional with 7 years in the tech industry.
            Skills: REST APIs, JavaScript, Git, AWS, Docker, Kubernetes
            Education: PhD in Engineering
            Experience: 7 years
            Projects: Project_0_280
            Certifications: PMP, Scrum Master"
